CaseID,Opened,YearOpened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,CategoryGroup,CategoryID,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source
1033370,12/31/11 13:11,2011,12/31/11 19:07,12/31/11 19:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"1566 WALLER ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,PARK,37.76881,-122.4499,"(37.768814077982, -122.449884795272)",Web Self Service
1033179,12/31/11 10:08,2011,2/9/12 11:12,2/9/12 11:12,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1035 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77893,-122.4079,"(37.778928511618, -122.407926743983)",Web Self Service
1033169,12/31/11 9:38,2011,1/2/12 6:07,1/2/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"50 LECH WALESA ST, SAN FRANCISCO, CA, 94102",6,Civic Center,NORTHERN,37.77795,-122.4189,"(37.777951743898, -122.41894155634)",Voice In
1033051,12/30/11 18:47,2011,1/3/12 15:12,1/3/12 15:12,Closed,See Notes tab for more details -,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"360 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78426,-122.4159,"(37.784262755711, -122.415870758655)",Voice In
1033003,12/30/11 17:12,2011,1/2/12 6:07,1/2/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of FRANKLIN ST and IVY ST,5,Civic Center,NORTHERN,37.77756,-122.4214,"(37.7775595585664, -122.421426153952)",Voice In
1032957,12/30/11 15:48,2011,1/3/12 14:07,1/3/12 14:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of DODGE ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78242,-122.417,"(37.7824203080071, -122.416983014922)",Voice In
1032956,12/30/11 15:47,2011,1/3/12 14:07,1/3/12 14:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and HYDE ST,6,Tenderloin,TENDERLOIN,37.78352,-122.4159,"(37.7835155328168, -122.415882629902)",Voice In
1032955,12/30/11 15:46,2011,1/3/12 14:07,1/3/12 14:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"669 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78419,-122.4171,"(37.784187348611, -122.41714234631)",Voice In
1032954,12/30/11 15:45,2011,1/3/12 14:07,1/3/12 14:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"44 MCALLISTER ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78116,-122.4127,"(37.781158605603, -122.412731971419)",Voice In
1032951,12/30/11 15:43,2011,1/3/12 14:07,1/3/12 14:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GOUGH ST and UNION ST,2,Union Street,NORTHERN,37.79813,-122.4273,"(37.7981344402992, -122.427268931897)",Voice In
1032872,12/30/11 14:40,2011,1/3/12 14:07,1/3/12 14:07,Closed,See Notes tab for more details -,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of 3RD ST and PERRY ST,6,South of Market,SOUTHERN,37.78212,-122.3968,"(37.7821192380475, -122.396841560853)",Voice In
1032842,12/30/11 13:50,2011,12/30/11 20:07,12/30/11 20:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"46 RONDEL PL, SAN FRANCISCO, CA, 94103",9,,MISSION,37.76419,-122.4213,"(37.764187611, -122.421322486)",Voice In
1032837,12/30/11 13:44,2011,12/30/11 20:07,12/30/11 20:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"201 TURK ST, SAN FRANCISCO, CA, 94102",6,,TENDERLOIN,37.78265,-122.4129,"(37.78264913, -122.41294159)",Voice In
1032802,12/30/11 13:15,2011,1/5/12 7:07,1/5/12 7:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"759 8TH AVE, SAN FRANCISCO, CA, 94118",1,Inner Richmond,RICHMOND,37.77417,-122.4661,"(37.77416708359, -122.466077497005)",Voice In
1032766,12/30/11 12:49,2011,12/31/11 7:07,12/31/11 7:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1661 PALOU AVE, SAN FRANCISCO, CA, 94124",10,Silver Terrace,BAYVIEW,37.73453,-122.3922,"(37.734531943139, -122.392186425107)",Voice In
1032764,12/30/11 12:45,2011,1/2/12 6:07,1/2/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"510 VALENCIA ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,MISSION,37.76466,-122.4222,"(37.764663980083, -122.422159807273)",Voice In
1032686,12/30/11 11:42,2011,1/5/12 6:07,1/5/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of BROADWAY and HYDE ST,3,Nob Hill,CENTRAL,37.79628,-122.4185,"(37.7962753474819, -122.418457797894)",Voice In
1032685,12/30/11 11:42,2011,1/2/12 6:07,1/2/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"126 HYDE ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78209,-122.4154,"(37.782088952128, -122.415432879837)",Voice In
1032660,12/30/11 11:21,2011,1/18/12 6:07,1/18/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of POLK ST and TURK ST,6,Civic Center,NORTHERN,37.78217,-122.419,"(37.7821692252829, -122.418993265509)",Voice In
1032618,12/30/11 10:48,2011,2/9/12 11:12,2/9/12 11:12,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of TAYLOR ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78321,-122.4108,"(37.7832142923006, -122.410764953722)",Voice In
1032616,12/30/11 10:47,2011,2/9/12 11:12,2/9/12 11:12,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and LARKIN ST,6,Tenderloin,TENDERLOIN,37.78331,-122.4175,"(37.783310773957, -122.41752862123)",Voice In
1032615,12/30/11 10:46,2011,1/2/12 6:07,1/2/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"324 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78391,-122.4158,"(37.783912801622, -122.41579991358)",Voice In
1032613,12/30/11 10:46,2011,1/2/12 6:07,1/2/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"320 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78284,-122.4146,"(37.782841831026, -122.414571933805)",Voice In
1032609,12/30/11 10:43,2011,1/1/12 6:08,1/1/12 6:08,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"573 CAPP ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.7576,-122.4177,"(37.757594539882, -122.417716903073)",Voice In
1032569,12/30/11 9:54,2011,1/5/12 7:07,1/5/12 7:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1651 PAGE ST, SAN FRANCISCO, CA, 94117",5,,PARK,37.77054,-122.448,"(37.770543695, -122.447985548)",Voice In
1032545,12/30/11 9:40,2011,1/1/12 6:08,1/1/12 6:08,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"3178 25TH ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.75104,-122.4135,"(37.751039939552, -122.413474319866)",Voice In
1032532,12/30/11 9:20,2011,1/1/12 6:08,1/1/12 6:08,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MISSION ST and SYCAMORE ST,9,Mission,MISSION,37.76271,-122.4194,"(37.7627128979633, -122.419443567172)",Web Self Service
1032466,12/30/11 7:43,2011,1/15/12 6:07,1/15/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HOWARD ST and LANGTON ST,6,South of Market,SOUTHERN,37.77755,-122.4099,"(37.7775533787107, -122.409922657084)",Voice In
1032346,12/29/11 18:05,2011,1/8/12 9:08,1/8/12 9:08,Closed,Case Resolved -,311 Service Request Queue - Hold,311 External Request,Human Waste,waste,Human/Animal Waste,Human/Animal Waste - ClearChannel,Intersection of 3RD ST and OAKDALE AVE,10,Bayview,BAYVIEW,37.7348,-122.3907,"(37.7347973165503, -122.39069383461)",Voice In
1032228,12/29/11 15:45,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LEAVENWORTH ST and OFARRELL ST,6,Tenderloin,TENDERLOIN,37.78558,-122.4146,"(37.7855825352246, -122.414617250961)",Voice In
1032227,12/29/11 15:43,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GOLDEN GATE AVE and HYDE ST,6,Civic Center,TENDERLOIN,37.78165,-122.4155,"(37.7816543173929, -122.415505129216)",Voice In
1032225,12/29/11 15:43,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"421 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78241,-122.4161,"(37.782405352903, -122.416107106232)",Voice In
1032221,12/29/11 15:42,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of TAYLOR ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78321,-122.4108,"(37.7832142923006, -122.410764953722)",Voice In
1032218,12/29/11 15:37,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of OFARRELL ST and SHANNON ST,6,Tenderloin,TENDERLOIN,37.78589,-122.4121,"(37.7858929127475, -122.412147392916)",Voice In
1032056,12/29/11 12:59,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1024 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.78062,-122.4094,"(37.780624915962, -122.409368461552)",Voice In
1032039,12/29/11 12:34,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 16TH ST and HARRISON ST,9,Mission,MISSION,37.76545,-122.4131,"(37.7654474943791, -122.413105187419)",Voice In
1032037,12/29/11 12:32,2011,12/30/11 14:07,12/30/11 14:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Not associated with a specific address,,,,0,0,,Web Self Service
1032014,12/29/11 11:52,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"687 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77722,-122.4122,"(37.777218665649, -122.412189025272)",Voice In
1031998,12/29/11 11:40,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1161 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77804,-122.4122,"(37.778043172404, -122.412152127092)",Web Self Service
1031951,12/29/11 10:49,2011,2/9/12 11:12,2/9/12 11:12,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 8TH ST and FOLSOM ST,6,South of Market,SOUTHERN,37.77499,-122.4101,"(37.774991814201, -122.410062696559)",Voice In
1031927,12/29/11 10:19,2011,2/9/12 11:12,2/9/12 11:12,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of BRYANT ST and DORE ST,6,Showplace Square,SOUTHERN,37.77082,-122.4091,"(37.7708202872162, -122.409134253059)",Voice In
1031914,12/29/11 10:12,2011,2/9/12 10:07,2/9/12 10:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HYDE ST and OFARRELL ST,6,Tenderloin,TENDERLOIN,37.78538,-122.4163,"(37.7853759283045, -122.416259782281)",Voice In
1031913,12/29/11 10:10,2011,2/9/12 10:07,2/9/12 10:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"444 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78507,-122.416,"(37.785066935504, -122.416039272592)",Voice In
1031907,12/29/11 10:06,2011,2/9/12 10:07,2/9/12 10:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of EDDY ST and HYDE ST,6,Tenderloin,TENDERLOIN,37.78352,-122.4159,"(37.7835155328168, -122.415882629902)",Voice In
1031866,12/29/11 9:14,2011,12/29/11 16:12,12/29/11 16:12,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MISSION ST and SYCAMORE ST,9,Mission,MISSION,37.76271,-122.4194,"(37.7627128979633, -122.419443567172)",Web Self Service
1031847,12/29/11 8:40,2011,2/9/12 10:07,2/9/12 10:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of JONES ST and MCALLISTER ST,6,Tenderloin,TENDERLOIN,37.78114,-122.412,"(37.7811361681091, -122.412024228511)",Voice In
1031838,12/29/11 8:18,2011,1/1/12 6:07,1/1/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"68 CONVERSE ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77282,-122.4082,"(37.772819518008, -122.408194908632)",Web Self Service
1031622,12/28/11 17:41,2011,12/29/11 11:07,12/29/11 11:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 3RD ST and REVERE AVE,10,Silver Terrace,BAYVIEW,37.73243,-122.3915,"(37.7324318456943, -122.391521496212)",Voice In
1031422,12/28/11 15:15,2011,12/29/11 12:07,12/29/11 12:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"545 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78338,-122.4166,"(37.783382375345, -122.416618669616)",Voice In
1031421,12/28/11 15:15,2011,12/29/11 12:07,12/29/11 12:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"318 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78287,-122.4146,"(37.782873003201, -122.41456743574)",Voice In
1031420,12/28/11 15:14,2011,12/29/11 12:07,12/29/11 12:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"125 MASON ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78458,-122.4094,"(37.784585682165, -122.409409441674)",Voice In
1031417,12/28/11 15:13,2011,12/29/11 12:07,12/29/11 12:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"420 EDDY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78378,-122.4147,"(37.783776540827, -122.41469400877)",Voice In
1031342,12/28/11 13:34,2011,12/29/11 13:07,12/29/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"989 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77989,-122.4067,"(37.779889524541, -122.406709955714)",Web Self Service
1031272,12/28/11 12:15,2011,12/30/11 13:07,12/30/11 13:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of DIVISADERO ST and MCALLISTER ST,5,Western Addition,NORTHERN,37.77779,-122.4384,"(37.7777942795763, -122.438365658779)",Voice In
1031183,12/28/11 10:56,2011,12/29/11 12:07,12/29/11 12:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of BRANNAN ST and DORE ST,6,Showplace Square,SOUTHERN,37.76958,-122.4076,"(37.7695861427456, -122.407587561358)",Voice In
1031166,12/28/11 10:43,2011,12/29/11 12:07,12/29/11 12:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"455 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78463,-122.4137,"(37.784627961088, -122.413662246991)",Voice In
1031159,12/28/11 10:38,2011,12/29/11 12:07,12/29/11 12:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LEAVENWORTH ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78279,-122.4141,"(37.7827945054955, -122.414053905579)",Voice In
1031158,12/28/11 10:37,2011,1/2/12 15:07,1/2/12 15:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"440 EDDY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78374,-122.4149,"(37.783746422675, -122.414929924235)",Voice In
1031156,12/28/11 10:36,2011,1/2/12 15:07,1/2/12 15:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"345 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.7843,-122.4145,"(37.784298226645, -122.414491139137)",Voice In
1031155,12/28/11 10:35,2011,1/2/12 15:07,1/2/12 15:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"118 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78243,-122.4121,"(37.782426835502, -122.412135568823)",Voice In
1031150,12/28/11 10:27,2011,1/2/12 15:07,1/2/12 15:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of FELL ST and VAN NESS AVE,5,Civic Center,NORTHERN,37.77637,-122.4195,"(37.7763687339887, -122.419506126989)",Voice In
1031146,12/28/11 10:23,2011,1/16/12 6:07,1/16/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HICKORY ST and VAN NESS AVE,5,Civic Center,NORTHERN,37.77589,-122.4195,"(37.7758943061079, -122.419491443219)",Voice In
1031134,12/28/11 10:06,2011,12/29/11 6:07,12/29/11 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1348 VERMONT ST, SAN FRANCISCO, CA, 94110",10,Potrero Hill,MISSION,37.75249,-122.4035,"(37.752495630242, -122.40353152891)",Voice In
1031128,12/28/11 10:01,2011,1/16/12 6:07,1/16/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of POLK ST and TURK ST,6,Civic Center,NORTHERN,37.78217,-122.419,"(37.7821692252829, -122.418993265509)",Voice In
1031122,12/28/11 9:57,2011,12/29/11 6:07,12/29/11 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MISSION ST and SYCAMORE ST,9,Mission,MISSION,37.76271,-122.4194,"(37.7627128979633, -122.419443567172)",Web Self Service
1031115,12/28/11 9:53,2011,12/29/11 6:07,12/29/11 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"15 CHULA LN, SAN FRANCISCO, CA, 94114",8,Mission Dolores,MISSION,37.76385,-122.4266,"(37.763850102171, -122.426590964281)",Voice In
1031071,12/28/11 9:01,2011,12/29/11 6:07,12/29/11 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"50 BELCHER ST, SAN FRANCISCO, CA, 94114",8,Duboce Triangle,PARK,37.76854,-122.4303,"(37.768536674682, -122.430324993831)",Voice In
1031061,12/28/11 8:49,2011,12/29/11 6:07,12/29/11 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2414 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",9,Portola,BAYVIEW,37.73199,-122.4055,"(37.731993489178, -122.405536404653)",Voice In
1031017,12/28/11 8:01,2011,12/29/11 7:07,12/29/11 7:07,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GRAFTON AVE and PLYMOUTH AVE,11,Ingleside,TARAVAL,37.72003,-122.4561,"(37.7200332174766, -122.456133626016)",Voice In
1030932,12/27/11 20:16,2011,1/7/12 6:07,1/7/12 6:07,Closed,See Notes tab for more details -,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of GORDON ST and HARRISON ST,6,South of Market,SOUTHERN,37.77284,-122.4097,"(37.7728377944664, -122.40968304813)",Voice In
1030900,12/27/11 18:43,2011,12/27/11 20:09,12/27/11 20:09,Closed,See Notes tab for more details -,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"3252 PIERCE ST, SAN FRANCISCO, CA, 94123",2,Marina,NORTHERN,37.80016,-122.4393,"(37.800160589771, -122.439325405701)",Voice In
