CaseID,Opened,YearOpened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,CategoryGroup,CategoryID,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source
1829405,12/28/12 10:11,2012,12/31/12 8:13,12/31/12 8:13,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"187 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78178,-122.4136,"(37.781782829478, -122.413624322179)",Voice In
1829397,12/28/12 10:09,2012,12/31/12 8:14,12/31/12 8:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LEAVENWORTH ST and MCALLISTER ST,6,Civic Center,TENDERLOIN,37.78093,-122.4137,"(37.780926968726, -122.413676291653)",Voice In
1829388,12/28/12 10:08,2012,12/31/12 8:14,12/31/12 8:14,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"44 MCALLISTER ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78116,-122.4127,"(37.781158605603, -122.412731971419)",Voice In
1829375,12/28/12 10:06,2012,1/4/13 11:12,1/4/13 11:12,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MASON ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78329,-122.409,"(37.7832878821779, -122.408952214449)",Voice In
1829242,12/28/12 9:36,2012,12/31/12 8:13,12/31/12 8:13,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"637 NATOMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.7777,-122.4107,"(37.777704125761, -122.410693016189)",Voice In
1829239,12/28/12 9:35,2012,12/28/12 11:13,12/28/12 11:13,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of MISSION ST and SYCAMORE ST,9,Mission,MISSION,37.76271,-122.4194,"(37.7627128979633, -122.419443567172)",Web Self Service
1828887,12/28/12 8:16,2012,12/31/12 8:13,12/31/12 8:13,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"26 7TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,TENDERLOIN,37.78011,-122.4123,"(37.78011338567, -122.412322993116)",Voice In
1828854,12/28/12 8:09,2012,12/31/12 8:13,12/31/12 8:13,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"940 NATOMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77414,-122.4155,"(37.774137206972, -122.415448737326)",Voice In
1828304,12/27/12 20:47,2012,12/31/12 8:13,12/31/12 8:13,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1718 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76961,-122.4203,"(37.769607515366, -122.420267135862)",Voice In
1827626,12/27/12 16:32,2012,12/28/12 21:15,12/28/12 21:15,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"950 TARAVAL ST, SAN FRANCISCO, CA, 94116",4,Parkside,TARAVAL,37.74316,-122.4766,"(37.743163783923, -122.47660212619)",Voice In
