CaseID,Opened,Year,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Lat,Long,Point,count,mod
2092284,3/5/13 15:36,2013,3/7/13 7:18,3/7/13 7:18,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BROTHERHOOD WAY and CHUMASERO DR,7,Lakeshore,37.71292735,-122.4727371,"(37.7129273477669, -122.472737136927)",22,0
5812131,4/29/16 7:47,2016,4/29/16 9:15,4/29/16 9:15,Closed,Case Resolved - Private property(  told  by Lp  call Health Dept),DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"56 SAINT CHARLES AVE, SAN FRANCISCO, CA, 94132",11,Merced Heights,37.71312545,-122.4693679,"(37.713125451848, -122.469367928305)",24,0
4423218,1/23/15 21:26,2015,1/29/15 10:24,1/29/15 10:24,Closed,Case Completed - resolved: Removed homeless debris.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ROLPH ST and NAPLES ST,11,Crocker Amazon,37.71354971,-122.436642,"(37.7135497050559, -122.436641988877)",26,0
5250436,11/3/15 12:45,2015,11/14/15 10:41,11/14/15 10:41,Closed,Case Completed - resolved: Completed by zone personnel.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of RANDOLPH ST and BYXBEE ST,11,Merced Heights,37.71428162,-122.4697983,"(37.7142816210113, -122.469798253021)",28,0
3212097,12/29/13 12:23,2013,1/2/14 14:10,1/2/14 14:10,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"126 RANDOLPH ST, SAN FRANCISCO, CA, 94132",11,Merced Heights,37.71442084,-122.4639862,"(37.714420840264, -122.463986210953)",30,0
1880464,1/10/13 17:34,2013,1/12/13 22:17,1/12/13 22:17,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of LOBOS ST and PLYMOUTH AVE,11,Oceanview,37.71490456,-122.456072,"(37.7149045593435, -122.456071969218)",32,0
2053483,2/24/13 10:33,2013,3/25/13 11:31,3/25/13 11:31,Closed,Case Resolved - Park Patrol has been called several times. Park Patrol removed illegal campers twice. They have not returned.,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Illegal_Encampment,"Bay View Park, SAN FRANCISCO, CA, 94124",10,Candlestick Point SRA,37.71513234,-122.3922704,"(37.715132344, -122.3922704)",34,0
5219188,10/23/15 16:10,2015,10/24/15 18:30,10/24/15 18:30,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of PARIS ST and GENEVA AVE,11,Excelsior,37.71567242,-122.4394384,"(37.7156724152037, -122.439438395667)",36,0
2074896,3/1/13 11:33,2013,3/2/13 8:49,3/2/13 8:49,Closed,Case Resolved - PSA manager has also been advised.  Park Patrol supv has been advised of this.,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Illegal_Encampment,"Ocean View Playground, SAN FRANCISCO, CA, 94112",11,Oceanview,37.71577024,-122.4575706,"(37.715770242, -122.4575706)",38,0
5769661,4/16/16 14:07,2016,4/16/16 15:51,4/16/16 15:51,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of LONDON ST and AMAZON AVE,11,Excelsior,37.71695851,-122.4396404,"(37.7169585104913, -122.439640356443)",40,0
3755097,6/19/14 10:16,2014,6/19/14 12:12,6/19/14 12:12,Closed,Case Completed - resolved: PRIVATE PROPERTY                                  PROPERTY OF HOMELESS,Recology_Abandoned,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1655 MISSION ST, SAN FRANCISCO, CA, 94103",11,Excelsior,37.7173065,-122.4402797,"(37.717306495722, -122.44027974226)",42,0
2518514,6/21/13 18:48,2013,8/7/13 15:41,8/7/13 15:41,Closed,Case Resolved - Park mgmt.:  To the best of our knowledge this has been resolved.,RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Park_Patrol,Illegal_Encampment,"John McLaren Park, SAN FRANCISCO, CA, 94134",10,McLaren Park,37.71808433,-122.4190726,"(37.718084329, -122.4190726)",44,0
5701716,3/26/16 9:02,2016,3/27/16 19:20,3/27/16 19:20,Closed,"Case Resolved - RPD ranger dispatched, checked the area thoroughly and was unable to locate an encampment.",RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Illegal_Encampment,"John McLaren Park, , SAN FRANCISCO, CA, 94134",10,McLaren Park,37.71808433,-122.4190726,"(37.718084329, -122.4190726)",46,0
3478910,3/22/14 9:30,2014,4/25/14 11:12,4/25/14 11:12,Closed,Case Resolved - Per the PSA manager.,RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Park_Patrol,Illegal_Encampment,"John McLaren Park, , SAN FRANCISCO, CA, 94134",10,McLaren Park,37.71808433,-122.4190726,"(37.718084329, -122.4190726)",48,0
5239186,10/30/15 12:36,2015,,10/31/15 11:18,Open,Open,RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Park_Patrol,Illegal_Encampment,"John McLaren Park, , SAN FRANCISCO, CA, 94134",10,McLaren Park,37.71808433,-122.4190726,"(37.718084329, -122.4190726)",50,0
3234420,1/5/14 8:27,2014,1/7/14 8:05,1/7/14 8:05,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"618 PARIS ST, SAN FRANCISCO, CA, 94112",11,Excelsior,37.7190014,-122.4370826,"(37.719001396104, -122.437082602336)",52,0
5839272,5/6/16 14:00,2016,,5/6/16 14:39,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2275 SAN JOSE AVE, SAN FRANCISCO, CA, 94112",11,Cayuga,37.72080763,-122.4463282,"(37.720807629458, -122.446328230474)",54,0
4103969,10/13/14 15:32,2014,10/14/14 12:27,10/14/14 12:27,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"45 ONONDAGA AVE, SAN FRANCISCO, CA, 94112",11,Cayuga,37.72133896,-122.4385171,"(37.721338958462, -122.438517059753)",56,0
5369811,12/12/15 19:53,2015,12/12/15 22:24,12/12/15 22:24,Closed,Case Completed - resolved: claimed,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ALEMANY BLVD and ONONDAGA AVE,11,Cayuga,37.72162637,-122.4386417,"(37.721626366615, -122.438641709785)",58,0
2772607,8/30/13 15:31,2013,8/31/13 6:17,8/31/13 6:17,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"4753 MISSION ST, SAN FRANCISCO, CA, 94112",11,Excelsior,37.72215734,-122.4364998,"(37.722157342546, -122.436499766479)",60,0
5680251,3/19/16 7:00,2016,3/19/16 7:16,3/19/16 7:16,Closed,Case Resolved - Called DPT #402,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"17 EXETER ST, SAN FRANCISCO, CA, 94124",10,,37.72266404,-122.3982011,"(37.722664043, -122.398201121)",62,0
5620015,3/1/16 16:52,2016,3/2/16 16:02,3/2/16 16:02,Closed,Case Completed - Case Resolved: TRANS TO CALTRANS,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"863 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Oceanview,37.72281745,-122.4509996,"(37.722817448381, -122.450999571313)",64,0
5752899,4/11/16 17:06,2016,4/11/16 21:00,4/11/16 21:00,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of GENEVA AVE and PHELAN AVE,7,Ingleside,37.72308032,-122.4523315,"(37.7230803166757, -122.452331546842)",66,0
5338056,12/2/15 13:26,2015,12/3/15 1:55,12/3/15 1:55,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"4680 MISSION ST, SAN FRANCISCO, CA, 94112",11,Cayuga,37.72342876,-122.435933,"(37.723428755585, -122.435933007402)",68,0
5752765,4/11/16 16:42,2016,4/11/16 20:12,4/11/16 20:12,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of PAUL AVE and BAY SHORE BLVD,10,Portola,37.72361621,-122.4007849,"(37.7236162071968, -122.400784905915)",70,0
5444220,1/8/16 6:10,2016,1/8/16 9:40,1/8/16 9:40,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and PAUL AVE,10,Portola,37.72361621,-122.4007849,"(37.7236162071968, -122.400784905915)",72,0
5252653,11/4/15 6:11,2015,11/4/15 7:35,11/4/15 7:35,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"635 PAUL AVE, SAN FRANCISCO, CA, 94124",10,Bayview,37.72368196,-122.3991519,"(37.723681956777, -122.399151888221)",74,0
5670288,3/16/16 9:36,2016,3/16/16 11:15,3/16/16 11:15,Closed,Case Resolved - Called SFPD for Homeless Assistance CAD # 160761422,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of PAUL AVE and SAN BRUNO AVE,9,Portola,37.72392003,-122.4020608,"(37.7239200253508, -122.40206082977)",76,0
5556934,2/10/16 19:20,2016,2/13/16 3:17,2/13/16 3:17,Closed,Case Completed - Case Resolved: 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"316 EDINBURGH ST, SAN FRANCISCO, CA, 94112",11,Excelsior,37.72412792,-122.4301578,"(37.724127919838, -122.430157756249)",78,0
4916409,7/17/15 9:47,2015,7/17/15 10:36,7/17/15 10:36,Closed,"Case Resolved - Park Ranger was dispatched on 7/17/2015 AT 10:35 AM, he walked around the park and unable to locate possible encampment.",RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Illegal_Encampment,"Balboa Park, , SAN FRANCISCO, CA, 94112",11,Mission Terrace,37.72494878,-122.4446273,"(37.72494878, -122.4446273)",80,0
4931939,7/22/15 17:59,2015,7/23/15 5:15,7/23/15 5:15,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"444 SPEAR AVE, SAN FRANCISCO, CA, 94124",10,Hunters Point,37.7253372,-122.3679682,"(37.725337196746, -122.367968207936)",82,0
5372751,12/14/15 8:32,2015,12/14/15 8:38,12/14/15 8:38,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1900 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Mt. Davidson Manor,37.72542897,-122.4621942,"(37.72542897357, -122.462194233895)",84,0
5855169,5/11/16 13:18,2016,5/11/16 18:11,5/11/16 18:11,Closed,Handled - Police CAD# 161322146 assigned; Call Closed: 2016-05-11 18:11:03,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1550 BANCROFT AVE, SAN FRANCISCO, CA, 94124",10,Bayview,37.72543109,-122.3913717,"(37.725431088601, -122.391371722039)",86,0
5251005,11/3/15 14:16,2015,11/3/15 21:47,11/3/15 21:47,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1489 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124",10,,37.72572381,-122.4013883,"(37.725723814, -122.401388342)",88,0
4203817,11/12/14 20:25,2014,11/13/14 2:21,11/13/14 2:21,Closed,Case Completed - resolved: Completed‰Û_‰Û_,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"5700 3RD ST, SAN FRANCISCO, CA, 94124",10,Bayview,37.72592815,-122.3942409,"(37.725928154758, -122.394240945488)",90,0
5163602,10/6/15 10:43,2015,10/6/15 11:42,10/6/15 11:42,Closed,Case Completed - resolved: on city college property,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HAVELOCK ST and EDNA ST,7,Sunnyside,37.72669841,-122.4465503,"(37.7266984080265, -122.446550331854)",92,0
5826910,5/3/16 14:11,2016,5/3/16 20:47,5/3/16 20:47,Closed,Case Resolved - SFPD Dispatcher 163 CAD# 2428  CLOSED.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1355 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124",10,,37.72729509,-122.4017606,"(37.727295092, -122.401760551)",94,0
5844065,5/8/16 13:08,2016,5/8/16 18:26,5/8/16 18:26,Closed,Case Resolved - SFPD Dispatcher 58 Called back with CAD#  CLOSED.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BACON ST and BAY SHORE BLVD,10,Portola,37.72810202,-122.4022094,"(37.7281020230962, -122.40220936012)",96,0
5628453,3/4/16 8:52,2016,,3/4/16 10:19,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"370 JUDSON AVE, SAN FRANCISCO, CA, 94112",7,Sunnyside,37.72849019,-122.4504469,"(37.728490187208, -122.450446865863)",98,0
4080189,10/6/14 10:21,2014,10/7/14 9:17,10/7/14 9:17,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"121 MISSION ST, SAN FRANCISCO, CA, 94105",11,Mission Terrace,37.72863761,-122.4314812,"(37.728637610218, -122.431481174846)",100,0
3292048,1/21/14 8:20,2014,1/24/14 14:17,1/24/14 14:17,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SAN JOSE AVE and COTTER ST,11,Mission Terrace,37.7302524,-122.4374857,"(37.7302524027756, -122.437485703787)",102,0
5559724,2/11/16 15:59,2016,2/12/16 1:52,2/12/16 1:52,Closed,Case Completed - Case Resolved: 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SAN BRUNO AVE and THORNTON AVE,9,Portola,37.730318,-122.4047065,"(37.7303180047404, -122.404706457918)",104,0
5448359,1/9/16 10:58,2016,1/9/16 12:45,1/9/16 12:45,Closed,Case Completed - resolved: Completed......,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SAN JOSE AVE and THERESA ST,11,Mission Terrace,37.73044903,-122.4365366,"(37.7304490311446, -122.436536597203)",106,0
5079564,9/9/15 5:49,2015,9/9/15 10:30,9/9/15 10:30,Closed,Case Completed - resolved: Completed•À_•À_,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of MISSION ST and TRUMBULL ST,11,Mission Terrace,37.73074212,-122.4293043,"(37.7307421190564, -122.429304287001)",108,0
4218425,11/17/14 17:06,2014,11/19/14 12:53,11/19/14 12:53,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ALEMANY BLVD and ROUSSEAU ST,11,Mission Terrace,37.73103992,-122.4295707,"(37.7310399193303, -122.429570724279)",110,0
5006058,8/17/15 11:21,2015,8/28/15 11:15,8/28/15 11:15,Closed,Case Completed - resolved: Completed by zone personnel. Homeless returned after location cleaned.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ALEMANY BLVD and CONGDON ST,11,Mission Terrace,37.7311685,-122.4261618,"(37.7311684957279, -122.426161763831)",112,0
5263062,11/7/15 9:57,2015,11/7/15 17:51,11/7/15 17:51,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SAN BRUNO AVE and SILLIMAN ST,9,Portola,37.73123703,-122.4050859,"(37.7312370349364, -122.40508590518)",114,0
5670095,3/16/16 9:07,2016,3/16/16 15:50,3/16/16 15:50,Closed,Case Resolved - done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HILLSIDE LN and CALVERT DR,8,St. Mary's Park,37.73202821,-122.4337963,"(37.7320282114799, -122.433796268948)",116,0
5819680,5/2/16 3:34,2016,5/2/16 6:12,5/2/16 6:12,Closed,Case Resolved - Public Works does not move homeless people.  Will notify SFPD for assistance.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2975 23RD AVE, SAN FRANCISCO, CA, 94132",7,,37.73304893,-122.4795341,"(37.73304893, -122.479534072)",118,0
4513260,2/21/15 17:07,2015,2/22/15 22:17,2/22/15 22:17,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ALEMANY BLVD and FOLSOM ST,9,Bernal Heights,37.7332784,-122.4138241,"(37.7332784003459, -122.413824141896)",120,0
5784412,4/20/16 19:56,2016,4/20/16 22:10,4/20/16 22:10,Closed,Case Resolved - Cal trans,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of NATICK ST and SAN JOSE AV OFF RAMP,8,Glen Park,37.73376551,-122.4315947,"(37.7337655090313, -122.431594660136)",122,0
4704296,4/28/15 19:31,2015,4/30/15 4:10,4/30/15 4:10,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BAY SHORE BLVD and AUGUSTA ST,10,Silver Terrace,37.73428693,-122.4054944,"(37.73428693481, -122.405494403872)",124,0
4903368,7/13/15 7:26,2015,10/23/15 1:02,10/23/15 1:02,Closed,Case Completed - resolved: Issued Notice of Violation,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CHARTER OAK AVE and AUGUSTA ST,10,Silver Terrace,37.73434323,-122.404544,"(37.7343432310184, -122.404543992464)",126,0
5571279,2/16/16 8:16,2016,2/16/16 23:37,2/16/16 23:37,Closed,Case Completed - Case Resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"319 ROANOKE ST, SAN FRANCISCO, CA, 94131",8,Fairmount,37.73482761,-122.429359,"(37.734827605407, -122.429358959426)",128,0
3821108,7/12/14 11:26,2014,7/12/14 1:25,7/12/14 1:25,Closed,Case Completed - resolved: sent over via red button,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ARLINGTON ST and ROANOKE ST,8,Glen Park,37.73502749,-122.4296985,"(37.7350274851639, -122.42969847477)",130,0
5452230,1/11/16 7:41,2016,1/11/16 18:42,1/11/16 18:42,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"161 COLLEGE AVE, SAN FRANCISCO, CA, 94112",8,St. Mary's Park,37.73543882,-122.4258575,"(37.73543882029, -122.42585745954)",132,0
4435537,1/28/15 8:05,2015,1/29/15 10:37,1/29/15 10:37,Closed,Case Completed - resolved: Completed,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of OAKDALE AVE and NEWHALL ST,10,Silver Terrace,37.73566099,-122.3922138,"(37.7356609940117, -122.392213826222)",134,0
4458075,2/4/15 9:19,2015,2/4/15 12:49,2/4/15 12:49,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1708 OAKDALE AVE, SAN FRANCISCO, CA, 94124",10,Bayview,37.73581958,-122.392374,"(37.735819579667, -122.392373989504)",136,0
4596856,3/22/15 16:32,2015,3/23/15 8:19,3/23/15 8:19,Closed,Case Resolved - Appropriate parties have been advised of this report.,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Illegal_Encampment,"Sigmund Stern Recreation Grove, , SAN FRANCISCO, CA, 94132",4,Parkside,37.73608231,-122.478297,"(37.736082311, -122.478297)",138,0
3621560,5/7/14 15:23,2014,5/8/14 2:53,5/8/14 2:53,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"29 RICHLAND AVE, SAN FRANCISCO, CA, 94110",8,Holly Park,37.73625601,-122.4264341,"(37.736256013367, -122.426434131896)",140,0
5529626,2/2/16 17:28,2016,2/3/16 11:40,2/3/16 11:40,Closed,Case Completed - resolved: Completed.....,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BOUTWELL ST and HELENA ST,10,Apparel City,37.73636754,-122.405711,"(37.736367537, -122.405711013)",142,0
5456978,1/12/16 10:27,2016,1/16/16 8:37,1/16/16 8:37,Closed,Case Completed - resolved: Pedestrians in tents. Location clean. Not DPW responsibility to move campers off public property.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1227 NEWHALL ST, SAN FRANCISCO, CA, 94124",10,Bayview,37.73655853,-122.3912207,"(37.736558534612, -122.391220732065)",144,0
4201311,11/12/14 9:59,2014,,11/12/14 14:05,Open,new,Housing Authority SR Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CASHMERE ST and WHITNEY YOUNG CIR,10,Bayview,37.7366011,-122.385713,"(37.7366011030598, -122.385712955458)",146,0
5167936,10/7/15 13:44,2015,10/7/15 20:30,10/7/15 20:30,Closed,Case Completed - resolved: nothing found need a better location,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of PARK ST and MISSION ST,8,Holly Park,37.73673753,-122.4242349,"(37.7367375342155, -122.424234923488)",148,0
5713011,3/30/16 9:14,2016,,3/30/16 9:14,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"90 CHARTER OAK AVE, SAN FRANCISCO, CA, 94124",10,Apparel City,37.7368328,-122.4050081,"(37.736832795169, -122.405008072535)",150,0
5712691,3/30/16 8:11,2016,3/30/16 9:03,3/30/16 9:03,Closed,Case Resolved - Occupied - advise sfpd and sent l/p to brush up,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"80 CHARTER OAK AVE, SAN FRANCISCO, CA, 94124",10,Apparel City,37.73710463,-122.4049956,"(37.737104633552, -122.4049956065)",152,0
5699754,3/25/16 12:48,2016,3/26/16 7:17,3/26/16 7:17,Closed,Case Resolved - Completed.......,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of LA SALLE AVE and 3RD ST,10,Bayview,37.7371694,-122.3898646,"(37.7371693983072, -122.389864559174)",154,0
5777268,4/19/16 9:24,2016,4/19/16 21:33,4/19/16 21:33,Closed,Case Resolved - Completed......,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"25 BOUTWELL ST, SAN FRANCISCO, CA, 94124",10,Apparel City,37.73736378,-122.4056582,"(37.737363780595, -122.405658185199)",156,0
3649812,5/16/14 16:02,2014,5/16/14 6:45,5/16/14 6:45,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of MISSION ST and HIGHLAND AVE,8,Holly Park,37.7374063,-122.4240402,"(37.7374062967398, -122.424040208165)",158,0
