CaseID,Opened,YearOpened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,CategoryGroup,CategoryID,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source
3219514,12/31/13 14:26,2013,1/2/14 23:02,1/2/14 23:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"20 SYCAMORE ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76275,-122.4199,"(37.762747679645, -122.419893164872)",Web Self Service
3219487,12/31/13 14:19,2013,1/3/14 17:02,1/3/14 17:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 9TH ST and MINNA ST,6,South of Market,SOUTHERN,37.7758,-122.4142,"(37.7758005798888, -122.414173363694)",Voice In
3219179,12/31/13 13:23,2013,1/3/14 21:05,1/3/14 21:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of 7TH ST and BERRY ST,6,Mission Bay,SOUTHERN,37.77052,-122.4,"(37.7705150825739, -122.400022979286)",Voice In
3219052,12/31/13 12:53,2013,1/2/14 13:09,1/2/14 13:09,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of SANSOME ST and SUTTER ST,3,Financial District,CENTRAL,37.79025,-122.4006,"(37.7902473876777, -122.400555212485)",Voice In
3218955,12/31/13 12:36,2013,1/2/14 23:02,1/2/14 23:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 11TH AVE and BALBOA ST,1,Inner Richmond,RICHMOND,37.77699,-122.4694,"(37.776990219045, -122.46936103871)",Voice In
3218949,12/31/13 12:35,2013,1/2/14 12:06,1/2/14 12:06,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"1349 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77549,-122.4153,"(37.775570850074, -122.415274761182)",Mobile/Open311
3218848,12/31/13 12:15,2013,1/4/14 11:03,1/4/14 11:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of NEWCOMB AVE and 3RD ST,10,Bayview,BAYVIEW,37.73559,-122.3904,"(37.7355904112513, -122.390416208165)",Voice In
3218846,12/31/13 12:15,2013,1/1/14 8:01,1/1/14 8:01,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of SAN BRUNO AVE and ARLETA AVE,10,Little Hollywood,INGLESIDE,37.71218,-122.4025,"(37.7121795168313, -122.40245957875)",Voice In
3218798,12/31/13 12:03,2013,12/31/13 22:02,12/31/13 22:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of FOLSOM ST and MAIN ST,6,Financial District,SOUTHERN,37.78902,-122.3915,"(37.7893692506594, -122.391858295824)",Mobile/Open311
3218787,12/31/13 12:00,2013,1/3/14 15:17,1/3/14 15:17,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"307 OAK ST, SAN FRANCISCO, CA, 94102",5,Lower Haight,NORTHERN,37.77455,-122.4247,"(37.774619324255, -122.424758770001)",Voice In
3218765,12/31/13 11:52,2013,1/3/14 15:23,1/3/14 15:23,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LINDEN ST and GOUGH ST,5,Hayes Valley,NORTHERN,37.77642,-122.4229,"(37.7764158934788, -122.422882611704)",Voice In
3218608,12/31/13 11:16,2013,1/2/14 12:07,1/2/14 12:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"264 9TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.7741,-122.4123,"(37.774096250932, -122.412291496136)",Voice In
3218524,12/31/13 11:01,2013,1/3/14 15:16,1/3/14 15:16,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"626 BUSH ST, SAN FRANCISCO, CA, 94108",3,Nob Hill,CENTRAL,37.79037,-122.4076,"(37.790403794198, -122.407681182028)",Voice In
3218455,12/31/13 10:42,2013,1/2/14 12:05,1/2/14 12:05,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"535 JESSIE ST, SAN FRANCISCO, CA, 94103",6,South of Market,TENDERLOIN,37.78109,-122.4095,"(37.780835170683, -122.409805758614)",Voice In
3218438,12/31/13 10:39,2013,12/31/13 14:05,12/31/13 14:05,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of HARRISON ST and 18TH ST,9,Mission,MISSION,37.76223,-122.4128,"(37.7622293284155, -122.412843768871)",Voice In
3218407,12/31/13 10:32,2013,4/11/16 5:09,4/11/16 5:09,Closed,Area Cleaned - sent email,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"43 JULES AVE, SAN FRANCISCO, CA, 94112",11,Ingleside,TARAVAL,37.71902,-122.4614,"(37.719026264915, -122.461372700479)",Voice In
3218350,12/31/13 10:20,2013,1/2/14 12:07,1/2/14 12:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"1349 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77548,-122.4153,"(37.775570850074, -122.415274761182)",Mobile/Open311
3217904,12/31/13 8:50,2013,1/2/14 15:10,1/2/14 15:10,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 19TH ST and ALABAMA ST,9,Mission,MISSION,37.76038,-122.4117,"(37.7603829056449, -122.411705981338)",Voice In
3217903,12/31/13 8:50,2013,1/2/14 15:07,1/2/14 15:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1500 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.74914,-122.416,"(37.7489895689, -122.416097672246)",Voice In
3217670,12/31/13 7:50,2013,1/2/14 12:06,1/2/14 12:06,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"575 10TH ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,SOUTHERN,37.76944,-122.4085,"(37.769621684234, -122.408604867897)",Voice In
3217667,12/31/13 7:49,2013,1/2/14 15:09,1/2/14 15:09,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of 20TH ST and FOLSOM ST,9,Mission,MISSION,37.75902,-122.4149,"(37.7588959061038, -122.414689959722)",Mobile/Open311
3217663,12/31/13 7:49,2013,1/2/14 15:11,1/2/14 15:11,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"569 CAPP ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.75763,-122.4178,"(37.757643917397, -122.417721629606)",Mobile/Open311
3217632,12/31/13 7:40,2013,12/31/13 14:07,12/31/13 14:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"573 CAPP ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.7576,-122.4177,"(37.757594539882, -122.417716903073)",Mobile/Open311
3217536,12/31/13 6:37,2013,1/2/14 15:08,1/2/14 15:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2100 MARKET ST, SAN FRANCISCO, CA, 94114",8,Duboce Triangle,MISSION,37.76758,-122.4292,"(37.767494200885, -122.429323558886)",Mobile/Open311
3217533,12/31/13 6:37,2013,1/2/14 15:09,1/2/14 15:09,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 19TH ST and SAN CARLOS ST,9,Mission,MISSION,37.76021,-122.42,"(37.7601888876742, -122.419974854088)",Mobile/Open311
3216632,12/30/13 16:21,2013,1/2/14 15:08,1/2/14 15:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"110 CAPP ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76492,-122.4188,"(37.764917389798, -122.418818770027)",Voice In
3216345,12/30/13 15:23,2013,12/30/13 21:00,12/30/13 21:00,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"2235 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76093,-122.4126,"(37.758231026252, -122.412595622376)",Voice In
3216253,12/30/13 15:07,2013,12/31/13 13:06,12/31/13 13:06,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of ARLETA AVE and SAN BRUNO AVE,10,Little Hollywood,INGLESIDE,37.71218,-122.4025,"(37.7121795168313, -122.40245957875)",Voice In
3216179,12/30/13 14:55,2013,1/2/14 12:05,1/2/14 12:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"320 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78284,-122.4146,"(37.782841831026, -122.414571933805)",Voice In
3216178,12/30/13 14:55,2013,1/3/14 6:18,1/3/14 6:18,Closed,Case Resolved - Power washed.,Clear Channel - Transit Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 3RD ST and LE CONTE AVE,10,Bret Harte,BAYVIEW,37.71883,-122.3975,"(37.7188343633849, -122.397478797387)",Voice In
3216169,12/30/13 14:54,2013,1/2/14 12:07,1/2/14 12:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"145 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78363,-122.4109,"(37.783626698054, -122.410900517904)",Voice In
3216156,12/30/13 14:52,2013,1/2/14 12:05,1/2/14 12:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of ELLIS ST and JONES ST,6,Tenderloin,TENDERLOIN,37.78487,-122.4128,"(37.7848662629825, -122.412782034851)",Voice In
3216143,12/30/13 14:51,2013,1/2/14 12:07,1/2/14 12:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LEAVENWORTH ST and OFARRELL ST,6,Tenderloin,TENDERLOIN,37.78558,-122.4146,"(37.7855825352246, -122.414617250961)",Voice In
3216134,12/30/13 14:49,2013,1/2/14 12:04,1/2/14 12:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"488 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78481,-122.4141,"(37.784805491008, -122.414118817862)",Voice In
3216122,12/30/13 14:48,2013,1/2/14 12:05,1/2/14 12:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"455 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78463,-122.4137,"(37.784627961088, -122.413662246991)",Voice In
3215773,12/30/13 13:46,2013,1/2/14 15:08,1/2/14 15:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HIGHLAND AVE and MISSION ST,8,Holly Park,INGLESIDE,37.7374,-122.424,"(37.7374062967398, -122.424040208165)",Voice In
3215701,12/30/13 13:33,2013,1/2/14 12:05,1/2/14 12:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GRACE ST and HOWARD ST,6,South of Market,SOUTHERN,37.77438,-122.4139,"(37.7743781134483, -122.413943599888)",Voice In
3215190,12/30/13 12:01,2013,1/2/14 14:08,1/2/14 14:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1553 LARKIN ST, SAN FRANCISCO, CA, 94109",3,Polk Gulch,CENTRAL,37.79234,-122.4196,"(37.792343945981, -122.419650398318)",Voice In
3215077,12/30/13 11:41,2013,1/23/14 15:25,1/23/14 15:25,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 39TH AVE and SANTIAGO ST,4,Outer Sunset,TARAVAL,37.74393,-122.4973,"(37.7439738466268, -122.497248172292)",Mobile/Open311
3214952,12/30/13 11:23,2013,1/2/14 12:08,1/2/14 12:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1095 NATOMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77248,-122.4171,"(37.772475992667, -122.417109507171)",Voice In
3214888,12/30/13 11:13,2013,12/31/13 14:06,12/31/13 14:06,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"20 SYCAMORE ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76275,-122.4199,"(37.762747679645, -122.419893164872)",Web Self Service
3214862,12/30/13 11:09,2013,1/2/14 12:06,1/2/14 12:06,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1292 MARKET ST, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.7779,-122.416,"(37.777994659774, -122.416172955369)",Voice In
3214400,12/30/13 9:56,2013,1/2/14 12:07,1/2/14 12:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"82 MARY ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.78103,-122.406,"(37.781090681503, -122.406097164742)",Voice In
3214332,12/30/13 9:42,2013,1/2/14 12:06,1/2/14 12:06,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of BRYANT ST and MAIN ST,6,South Beach,SOUTHERN,37.7869,-122.3888,"(37.7868986102984, -122.38877960071)",Voice In
3214234,12/30/13 9:26,2013,1/2/14 14:09,1/2/14 14:09,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of FERN ST and VAN NESS AVE,2,Cathedral Hill,NORTHERN,37.788,-122.422,"(37.7880012977202, -122.421954886089)",Voice In
3214044,12/30/13 8:55,2013,1/3/14 6:20,1/3/14 6:20,Closed,Case Resolved - Power washed.,Clear Channel - Transit Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of OFARRELL ST and VAN NESS AVE,6,Cathedral Hill,NORTHERN,37.78475,-122.4212,"(37.7847534032066, -122.421193138923)",Voice In
3213937,12/30/13 8:31,2013,1/2/14 9:05,1/2/14 9:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1711 WASHINGTON ST, SAN FRANCISCO, CA, 94109",3,Polk Gulch,NORTHERN,37.79309,-122.4216,"(37.79309349308, -122.421575324577)",Voice In
3213715,12/30/13 7:47,2013,12/30/13 9:01,12/30/13 9:01,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"427 FELL ST, SAN FRANCISCO, CA, 94102",5,Hayes Valley,NORTHERN,37.77547,-122.4254,"(37.77563566388, -122.424801068386)",Mobile/Open311
3213509,12/30/13 4:15,2013,1/2/14 11:07,1/2/14 11:07,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of HERON ST and BERWICK PL,6,South of Market,SOUTHERN,37.77479,-122.4083,"(37.7747869957749, -122.408309449244)",Web Self Service
3213313,12/29/13 20:56,2013,3/3/15 1:32,3/3/15 1:32,Closed,Case Completed - resolved: Too Old Eric,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of CAROLINA ST and 15TH ST,10,Showplace Square,SOUTHERN,37.76749,-122.4009,"(37.7674882298671, -122.400877072158)",Voice In
3212611,12/29/13 15:16,2013,12/29/13 21:05,12/29/13 21:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"241 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78351,-122.4127,"(37.783511167724, -122.412650621232)",Voice In
3212606,12/29/13 15:15,2013,12/29/13 21:04,12/29/13 21:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"162 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78322,-122.4118,"(37.783222660793, -122.411796322621)",Voice In
3212603,12/29/13 15:14,2013,12/29/13 21:04,12/29/13 21:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GOLDEN GATE AVE and JONES ST,6,Tenderloin,TENDERLOIN,37.78207,-122.4122,"(37.7820729735132, -122.412220705195)",Voice In
3212599,12/29/13 15:13,2013,12/29/13 21:05,12/29/13 21:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of JONES ST and ELLIS ST,6,Tenderloin,TENDERLOIN,37.78487,-122.4128,"(37.7848662629825, -122.412782034851)",Voice In
3212593,12/29/13 15:12,2013,12/29/13 21:03,12/29/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"430 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78489,-122.416,"(37.784888444265, -122.416003072074)",Voice In
3212587,12/29/13 15:11,2013,12/29/13 21:03,12/29/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"16 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.7835,-122.4094,"(37.783498984777, -122.40939264671)",Voice In
3212409,12/29/13 14:16,2013,12/31/13 13:05,12/31/13 13:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"251 RHODE ISLAND ST, SAN FRANCISCO, CA, 94103",10,Showplace Square,SOUTHERN,37.7665,-122.4025,"(37.766737836275, -122.40257182434)",Mobile/Open311
3212340,12/29/13 13:44,2013,12/29/13 21:03,12/29/13 21:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"75 LILY ST, SAN FRANCISCO, CA, 94102",5,Civic Center,NORTHERN,37.77455,-122.4221,"(37.77453207223, -122.422027005675)",Voice In
3212287,12/29/13 13:26,2013,12/29/13 21:06,12/29/13 21:06,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"1084 NATOMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77284,-122.417,"(37.772605686107, -122.417241268899)",Voice In
3212097,12/29/13 12:23,2013,1/2/14 14:10,1/2/14 14:10,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"126 RANDOLPH ST, SAN FRANCISCO, CA, 94132",11,Merced Heights,TARAVAL,37.71431,-122.4626,"(37.714420840264, -122.463986210953)",Voice In
3212091,12/29/13 12:21,2013,12/31/13 14:07,12/31/13 14:07,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HORACE ST and 25TH ST,9,Mission,MISSION,37.75087,-122.4145,"(37.7508685263238, -122.414490007799)",Voice In
3212059,12/29/13 12:07,2013,1/2/14 11:08,1/2/14 11:08,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of MYRTLE ST and LARKIN ST,6,Tenderloin,TENDERLOIN,37.78564,-122.418,"(37.7856416132462, -122.417996186234)",Voice In
3212004,12/29/13 11:42,2013,1/2/14 11:08,1/2/14 11:08,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LAFAYETTE ST and MISSION ST,6,South of Market,SOUTHERN,37.77348,-122.418,"(37.7734744350932, -122.418030128307)",Voice In
3211942,12/29/13 11:12,2013,12/29/13 13:01,12/29/13 13:01,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of GOLDEN GATE AVE and STEINER ST,5,Western Addition,NORTHERN,37.77935,-122.4336,"(37.7793545698615, -122.433596084328)",Voice In
3211608,12/29/13 8:56,2013,12/31/13 8:04,12/31/13 8:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"402 DUBOCE AVE, SAN FRANCISCO, CA, 94117",8,Duboce Triangle,PARK,37.76955,-122.4301,"(37.769548476062, -122.430140382811)",Voice In
3211507,12/29/13 7:52,2013,1/2/14 14:07,1/2/14 14:07,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"131 RUSSIA AVE, SAN FRANCISCO, CA, 94112",11,Excelsior,INGLESIDE,37.72113,-122.4361,"(37.721042026039, -122.435798944677)",Voice In
3210685,12/28/13 16:58,2013,12/29/13 21:04,12/29/13 21:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"441 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78465,-122.4135,"(37.784651109968, -122.413480434228)",Voice In
3210681,12/28/13 16:57,2013,12/29/13 21:02,12/29/13 21:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"434 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78489,-122.4134,"(37.784894837547, -122.413417158902)",Voice In
3210677,12/28/13 16:56,2013,12/29/13 21:04,12/29/13 21:04,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"455 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78463,-122.4137,"(37.784627961088, -122.413662246991)",Voice In
3210673,12/28/13 16:55,2013,12/29/13 21:05,12/29/13 21:05,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"486 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78479,-122.4142,"(37.784784635542, -122.414230945976)",Voice In
3210570,12/28/13 16:15,2013,12/28/13 18:00,12/28/13 18:00,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"855 HARRISON ST, SAN FRANCISCO, CA, 94107",6,South of Market,SOUTHERN,37.77979,-122.4008,"(37.779724685376, -122.400538011539)",Voice In
